Unnamed: 0,index,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column
11435,6083,C[C@@](C/C=C/C=C/c1ccc(Cl)cc1)(C=O)c2ccccc2,14.85,0.5,0.05,10.1021/acs.orglett.0c03466,OD
11482,6109,CCOC(=O)C[C@H]1[C@@H](c2ccccc2)c3cc(oc3N(C1=O)[S](=O)(=O)c4ccc(C)cc4)c5ccc(F)cc5,20.7,0.5,0.2,10.1002/anie.201910922,OD
11608,6176,COc1cccc2C[C@H](NC(=O)c3ccccc3)C(=O)Oc12,30.0,1.0,0.2,10.1002/anie.202110286,OD
11609,6176,COc1cccc2C[C@@H](NC(=O)c3ccccc3)C(=O)Oc12,15.0,1.0,0.2,10.1002/anie.202110286,OD
11955,6362,C[C@](C\C=C\C=C)(C=O)c1ccccc1F,14.757,0.5,0.003,10.1021/acs.orglett.0c03466,OD
11956,6362,C[C@@](C\C=C\C=C)(C=O)c1ccccc1F,15.481,0.5,0.003,10.1021/acs.orglett.0c03466,OD
12155,6478,Cc1ccc(/C=C/C=C/C[C@@](C)(C=O)c2ccccc2)cc1,13.983,0.5,0.05,10.1021/acs.orglett.0c03466,OD
12156,6478,Cc1ccc(/C=C/C=C/C[C@](C)(C=O)c2ccccc2)cc1,15.793,0.5,0.05,10.1021/acs.orglett.0c03466,OD
12163,6483,Cl/C=C(/[C@@H]1C2N(CCc3ccc4ccccc4c23)N(C1=O)C(=O)c5ccccc5)c6ccccc6,12.4,0.75,0.15,10.1039/C5SC01972A,OD
12164,6483,Cl/C=C(/[C@H]1C2N(CCc3ccc4ccccc4c23)N(C1=O)C(=O)c5ccccc5)c6ccccc6,15.8,0.75,0.15,10.1039/C5SC01972A,OD
12207,6506,C[C@H](Nc1ccccc1)C(=O)c2cccc(Cl)c2,22.7,1.0,0.01,10.1021/jacs.0c07210,OD
12208,6506,C[C@@H](Nc1ccccc1)C(=O)c2cccc(Cl)c2,15.8,1.0,0.01,10.1021/jacs.0c07210,OD
12235,6521,C[C@](C/C=C/C=C/c1cccc(F)c1)(C=O)c2ccccc2,14.142,0.5,0.05,10.1021/acs.orglett.0c03466,OD
12236,6521,C[C@@](C/C=C/C=C/c1cccc(F)c1)(C=O)c2ccccc2,15.889,0.5,0.05,10.1021/acs.orglett.0c03466,OD
12421,6622,COc1ccc(N[C@@H]2CCc3ccccc3C2=O)cc1,12.5,1.0,0.1,10.1021/jacs.0c07210,OD
12422,6622,COc1ccc(N[C@H]2CCc3ccccc3C2=O)cc1,16.1,1.0,0.1,10.1021/jacs.0c07210,OD
12423,6623,Cc1cccc2CCN3[C@H]([C@@H](C(=O)N3C(=O)c4ccccc4)\C(=C\Cl)c5ccccc5)c12,12.7,0.75,0.15,10.1039/C5SC01972A,OD
12595,6715,CCC[C@@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3ccc(C)c(C)c3,13.0,1.0,0.1,10.1038/s41467/018/04645/3,OD
12596,6715,CCC[C@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3ccc(C)c(C)c3,16.3,1.0,0.1,10.1038/s41467/018/04645/3,OD
12634,6735,C[C@](C/C=C/C=C/c1ccccc1F)(C=O)c2ccccc2,14.449,0.5,0.05,10.1021/acs.orglett.0c03466,OD
12635,6735,C[C@@](C/C=C/C=C/c1ccccc1F)(C=O)c2ccccc2,16.31,0.5,0.05,10.1021/acs.orglett.0c03466,OD
12660,6750,CCC[C@@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3ccc(C)cc3,13.0,1.0,0.1,10.1038/s41467/018/04645/3,OD
12661,6750,CCC[C@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3ccc(C)cc3,16.4,1.0,0.1,10.1038/s41467/018/04645/3,OD
12851,6854,CCCCN[C@@H]1CCCC[C@@H]1O,14.57,1.0,0.05,10.1021/ol901605a,OD
13012,6943,CC(C)[Si](C#C[C@H](N)c1ccccc1)(C(C)C)C(C)C,18.8,0.5,0.02,10.1002/adsc.201800243,OD
13013,6943,CC(C)[Si](C#C[C@@H](N)c1ccccc1)(C(C)C)C(C)C,16.9,0.5,0.02,10.1002/adsc.201800243,OD
13124,7003,N#CCC[C@H](c1ccccc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,18.98,1.0,0.2,10.1021/jacs.0c09125,OD
13125,7003,N#CCC[C@@H](c1ccccc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,17.01,1.0,0.2,10.1021/jacs.0c09125,OD
13141,7013,C[C@](C/C=C/C=C/c1cccc(Cl)c1)(C=O)c2ccccc2,15.106,0.5,0.05,10.1021/acs.orglett.0c03466,OD
13142,7013,C[C@@](C/C=C/C=C/c1cccc(Cl)c1)(C=O)c2ccccc2,17.058,0.5,0.05,10.1021/acs.orglett.0c03466,OD
13169,7030,CCCC[C@@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3ccccc3,13.4,1.0,0.1,10.1038/s41467/018/04645/3,OD
13170,7030,CCCC[C@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3ccccc3,17.1,1.0,0.1,10.1038/s41467/018/04645/3,OD
13384,7142,CCOC(=O)C[C@H]1[C@@H](c2ccc(Cl)cc2)c3cc(oc3N(C1=O)[S](=O)(=O)c4ccc(C)cc4)c5ccccc5,18.9,0.5,0.2,10.1002/anie.201910922,OD
13729,7330,COC(=O)c1ccc(cc1)C2=C[C@@H](CN2[S](=O)(=O)c3ccc(C)cc3)C(C)=C,15.47,0.8,0.05,10.1021/jacs.6b00386,OD
13730,7330,COC(=O)c1ccc(cc1)C2=C[C@H](CN2[S](=O)(=O)c3ccc(C)cc3)C(C)=C,17.93,0.8,0.05,10.1021/jacs.6b00386,OD
14075,7521,COC(=O)C[C@H]1[C@@H](c2ccccc2)c3cc(oc3N(C1=O)[S](=O)(=O)c4ccc(C)cc4)c5ccccc5,21.5,0.5,0.2,10.1002/anie.201910922,OD
14089,7529,Cc1cccc(/C=C/C=C/C[C@@](C)(C=O)c2ccccc2)c1,15.931,0.5,0.05,10.1021/acs.orglett.0c03466,OD
14090,7529,Cc1cccc(/C=C/C=C/C[C@](C)(C=O)c2ccccc2)c1,18.501,0.5,0.05,10.1021/acs.orglett.0c03466,OD
14179,7582,CN1[C@@H](Cc2ccccc2)C(=O)N(C)C1=O,15.5,1.0,0.1,10.1002/cjoc.202100809,OD
14180,7582,CN1[C@H](Cc2ccccc2)C(=O)N(C)C1=O,18.7,1.0,0.1,10.1002/cjoc.202100809,OD
14521,7768,C[C@@H]1N[S](=O)(=O)Oc2ccccc12,15.8,0.8,0.1,10.1002/anie.201902576,OD
14522,7768,C[C@H]1N[S](=O)(=O)Oc2ccccc12,19.2,0.8,0.1,10.1002/anie.201902576,OD
14725,7881,CSc1ccc(cc1)[C@](C)(c2[nH]c(C)cc2)c3ccc(O)cc3,13.2,1.0,0.1,10.1002/anie.201506701,OD
14726,7881,CSc1ccc(cc1)[C@@](C)(c2[nH]c(C)cc2)c3ccc(O)cc3,19.6,1.0,0.1,10.1002/anie.201506701,OD
14856,7949,CCC[C@@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3cccc(Cl)c3,15.8,1.0,0.1,10.1038/s41467/018/04645/3,OD
14857,7949,CCC[C@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3cccc(Cl)c3,19.8,1.0,0.1,10.1038/s41467/018/04645/3,OD
15143,8105,Cl/C=C(/[C@H]1C2N(CCc3c2ccc4ccccc34)N(C1=O)C(=O)c5ccccc5)c6ccccc6,16.1,0.75,0.15,10.1039/C5SC01972A,OD
15144,8105,Cl/C=C(/[C@@H]1C2N(CCc3c2ccc4ccccc34)N(C1=O)C(=O)c5ccccc5)c6ccccc6,20.4,0.75,0.15,10.1039/C5SC01972A,OD
15175,8124,C[C@](C\C=C\C=C\c1cscc1)(C=O)c2ccccc2,17.533,0.5,0.05,10.1021/acs.orglett.0c03466,OD
15176,8124,C[C@@](C\C=C\C=C\c1cscc1)(C=O)c2ccccc2,20.436,0.5,0.05,10.1021/acs.orglett.0c03466,OD
15355,8224,CCOC(=O)C[C@H]1[C@@H](c2ccc3ccccc3c2)c4cc(oc4N(C1=O)[S](=O)(=O)c5ccc(C)cc5)c6ccccc6,23.0,0.5,0.2,10.1002/anie.201910922,OD
15668,8398,C[C@@]1(Cc2ccc3ccccc3c2)C(=O)C[C@]4([C@@H](O)c5ccccc5C4=O)C1=O,29.3,0.75,0.05,10.1002/anie.201810638,OD
15748,8443,Cc1ccc(N[C@@H]2CCCC[C@@H]2O)cc1,18.26,1.0,0.05,10.1021/ol901605a,OD
16009,8588,Cc1ccc(cc1)[S](=O)(=O)N[C@H](c2ccc3ccccc3c2)C(C)(C)C,16.9,1.0,0.04,10.1038/s41467/018/07462/w,OD
16096,8635,COc1ccc(N[C@@H]2CCc3ccc(Br)cc3C2=O)cc1,14.0,1.0,0.1,10.1021/jacs.0c07210,OD
16097,8635,COc1ccc(N[C@H]2CCc3ccc(Br)cc3C2=O)cc1,22.3,1.0,0.1,10.1021/jacs.0c07210,OD
16314,8756,COc1cc(cc(OC)c1OC)C(=O)N[C@](C=NN[S](=O)(=O)c2ccccc2)(c3ccccc3)[C@@]4(C)CC(C)(C)CO4,9.98,1.0,0.15,10.1016/j.tetlet.2011.08.123,OD
16351,8777,CCOC(=O)C[C@H]1[C@@H](c2ccc(C)cc2)c3cc(oc3N(C1=O)[S](=O)(=O)c4ccc(C)cc4)c5ccccc5,25.9,0.5,0.1,10.1002/anie.201910922,OD
16521,8875,CN1C(=O)[C@]2(C(=O)N(Cc3ccccc3)c4ccc(cc24)c5ccccc5)c6cc(C)ccc16,28.52,1.0,0.1,10.1002/anie.201309967,OD
16522,8875,CN1C(=O)[C@@]2(C(=O)N(Cc3ccccc3)c4ccc(cc24)c5ccccc5)c6cc(C)ccc16,23.32,1.0,0.1,10.1002/anie.201309967,OD
16671,8958,Cc1ccc(cc1)[S](=O)(=O)N2N=C([C@H](CC2=O)c3ccccc3)c4ccncc4,55.9,0.7,0.3,10.1039/D1SC01891D,OD
16672,8958,Cc1ccc(cc1)[S](=O)(=O)N2N=C([C@@H](CC2=O)c3ccccc3)c4ccncc4,23.7,0.7,0.3,10.1039/D1SC01891D,OD
16832,9046,CN1C(=O)[C@]2(C(=O)N(Cc3ccccc3)c4ccccc24)c5ccccc15,20.36,1.0,0.15,10.1002/anie.201309967,OD
16833,9046,CN1C(=O)[C@@]2(C(=O)N(Cc3ccccc3)c4ccccc24)c5ccccc15,24.15,1.0,0.15,10.1002/anie.201309967,OD
16893,9081,CCOC(=O)C[C@H]1[C@@H](c2ccccc2)c3cc(oc3N(C1=O)[S](=O)(=O)c4ccc(C)cc4)c5ccccc5,28.3,0.5,0.1,10.1002/anie.201910922,OD
17003,9144,C[C@H](Nc1ccccc1)C(=O)c2ccc(cc2)C(F)(F)F,35.3,1.0,0.01,10.1021/jacs.0c07210,OD
17004,9144,C[C@@H](Nc1ccccc1)C(=O)c2ccc(cc2)C(F)(F)F,24.6,1.0,0.01,10.1021/jacs.0c07210,OD
17029,9161,Cl/C=C(/[C@H]1[C@H]2N(CCc3ccccc23)N(C1=O)C(=O)c4ccccc4)C5=CCCCC5,13.6,0.75,0.15,10.1039/C5SC01972A,OD
17030,9161,Cl/C=C(/[C@@H]1[C@H]2N(CCc3ccccc23)N(C1=O)C(=O)c4ccccc4)C5=CCCCC5,24.8,0.75,0.15,10.1039/C5SC01972A,OD
17345,9341,C[C@@]1(Cc2ccccc2[N+]([O-])=O)C(=O)C[C@]3([C@@H](O)c4ccccc4C3=O)C1=O,28.5,0.75,0.1,10.1002/anie.201810638,OD
17768,9580,O=[S]1(=O)N[C@@H](c2ccccc2)c3ccccc3O1,16.3,0.8,0.1,10.1002/anie.201902576,OD
17769,9580,O=[S]1(=O)N[C@H](c2ccccc2)c3ccccc3O1,27.1,0.8,0.1,10.1002/anie.201902576,OD
17861,9633,CC(C)(C)c1ccc2OC(=O)[C@@](C)(C(=O)Oc3ccccc3)c2c1,21.4,0.3,0.01,10.1039/C3CC47455K,OD
17862,9633,CC(C)(C)c1ccc2OC(=O)[C@](C)(C(=O)Oc3ccccc3)c2c1,27.5,0.3,0.01,10.1039/C3CC47455K,OD
18064,9747,COc1cccc(\C=C\C=C\C[C@](C)(C=O)c2ccccc2)c1,28.213,0.5,0.05,10.1021/acs.orglett.0c03466,OD
18183,9812,CCCCCC(C#CCN1C2=C(C3=C1C=CC=C3)C=CC=C2)=[C@@]=C(C4=CC=CC=C4)CC(F)(F)F,12.33,1.0,0.05,10.1002/anie.202013022,OD
18184,9812,CCCCCC(C#CCN1C2=C(C3=C1C=CC=C3)C=CC=C2)=[C@]=C(C4=CC=CC=C4)CC(F)(F)F,28.62,1.0,0.05,10.1002/anie.202013022,OD
18300,9876,CSC1=NC(=O)C[C@H](N1c2ccccc2)c3occc3,31.6,0.5,0.15,10.1039/D0QO01380C,OD
18301,9876,CSC1=NC(=O)C[C@@H](N1c2ccccc2)c3occc3,29.2,0.5,0.15,10.1039/D0QO01380C,OD
18343,9900,CSC1=NC(=O)C[C@H](N1c2ccc(Cl)cc2)c3ccccc3,32.0,0.5,0.15,10.1039/D0QO01380C,OD
18344,9900,CSC1=NC(=O)C[C@@H](N1c2ccc(Cl)cc2)c3ccccc3,29.4,0.5,0.15,10.1039/D0QO01380C,OD
18395,9930,Cc1cccc2[C@H]3[C@@H](C(=O)N(N3CCc12)C(=O)c4ccccc4)\C(=C\Cl)c5ccccc5,23.7,0.75,0.15,10.1039/C5SC01972A,OD
18598,10043,CCOC(=O)C[C@H]1[C@@H](c2ccccc2)[C@@]3(C=C(OC3=O)c4ccccc4)N(C1=O)[S](=O)(=O)c5ccc(C)cc5,27.2,0.5,0.05,10.1002/anie.201910922,OD
18624,10058,Clc1cccc(Cl)c1CN2C(=O)N[C@@H](Cc3sccc3)C2=O,37.3,1.0,0.1,10.1002/cjoc.202100809,OD
18625,10058,Clc1cccc(Cl)c1CN2C(=O)N[C@H](Cc3sccc3)C2=O,30.3,1.0,0.1,10.1002/cjoc.202100809,OD
18676,10090,CSC1=NC(=O)C[C@H](N1c2ccc(Br)cc2)c3ccccc3,32.9,0.5,0.15,10.1039/D0QO01380C,OD
18677,10090,CSC1=NC(=O)C[C@@H](N1c2ccc(Br)cc2)c3ccccc3,30.5,0.5,0.15,10.1039/D0QO01380C,OD
18901,10217,CC(=O)NN[C@H](/C=C/c1ccccc1)c2ccc(cc2)C(F)(F)F,58.9,1.0,0.05,10.1002/chem.201605579,OD
18902,10217,CC(=O)NN[C@@H](/C=C/c1ccccc1)c2ccc(cc2)C(F)(F)F,31.5,1.0,0.05,10.1002/chem.201605579,OD
19084,10323,CCOC(=O)C[C@H]1[C@@H](c2ccc(cc2)[N+]([O-])=O)c3cc(oc3N(C1=O)[S](=O)(=O)c4ccc(C)cc4)c5ccccc5,44.8,0.5,0.2,10.1002/anie.201910922,OD
19119,10344,C[C@H](Nc1ccccc1)C(=O)c2ccc(cc2)C#N,49.0,1.0,0.1,10.1021/jacs.0c07210,OD
19120,10344,C[C@@H](Nc1ccccc1)C(=O)c2ccc(cc2)C#N,32.6,1.0,0.1,10.1021/jacs.0c07210,OD
19186,10383,Cc1ccc(cc1)[S](=O)(=O)N2C(=O)C[C@@H](C=C2c3ccc(Br)cc3)c4ccccc4,26.6,0.7,0.1,10.1002/anie.201303247,OD
19187,10383,Cc1ccc(cc1)[S](=O)(=O)N2C(=O)C[C@H](C=C2c3ccc(Br)cc3)c4ccccc4,33.0,0.7,0.1,10.1002/anie.201303247,OD
19230,10408,Cc1ccc2[C@H]3[C@@H](C(=O)N(N3CCc2c1)C(=O)c4ccccc4)\C(=C\Cl)c5ccccc5,12.7,0.75,0.15,10.1039/C5SC01972A,OD
19240,10414,COc1ccc2c(c1)N(Cc3ccccc3)C(=O)[C@]24OC(=O)c5cccc6ccn4c56,29.2,0.5,0.2,10.1021/acscatal.9b03163,OD
19241,10414,COc1ccc2c(c1)N(Cc3ccccc3)C(=O)[C@@]24OC(=O)c5cccc6ccn4c56,33.4,0.5,0.2,10.1021/acscatal.9b03163,OD
19264,10429,Clc1cccc(Cl)c1CN2C(=O)N[C@@H](CC3CCCC3)C2=O,25.7,1.0,0.05,10.1002/cjoc.202100809,OD
19265,10429,Clc1cccc(Cl)c1CN2C(=O)N[C@H](CC3CCCC3)C2=O,33.6,1.0,0.05,10.1002/cjoc.202100809,OD
19315,10460,Cc1ccc2CCN3[C@H]([C@@H](C(=O)N3C(=O)c4ccccc4)\C(=C\Cl)c5ccccc5)c2c1,12.0,0.75,0.15,10.1039/C5SC01972A,OD
19727,10690,Cl/C=C(/[C@H]1[C@H]2N(CCc3c(Cl)cccc23)N(C1=O)C(=O)c4ccccc4)c5ccccc5,24.2,0.75,0.15,10.1039/C5SC01972A,OD
19728,10690,Cl/C=C(/[C@@H]1[C@H]2N(CCc3c(Cl)cccc23)N(C1=O)C(=O)c4ccccc4)c5ccccc5,37.1,0.75,0.15,10.1039/C5SC01972A,OD
19840,10749,Cc1ccc(cc1)[C@@H]2CC(=C[C@H]2c3ccccc3)c4ccccc4,29.9,0.3,0.002,10.1038/nchem.1710,OD
19852,10756,Cl/C=C(/[C@H]1[C@H]2N(CCc3ccccc23)N(C1=O)C(=O)c4ccccc4)c5ccccc5,17.3,0.75,0.15,10.1039/C5SC01972A,OD
19853,10756,Cl/C=C(/[C@@H]1[C@H]2N(CCc3ccccc23)N(C1=O)C(=O)c4ccccc4)c5ccccc5,38.1,0.75,0.15,10.1039/C5SC01972A,OD
19898,10783,COc1ccc(cc1)[C@@H]2C=C(C[C@H]2c3cccc4ccccc34)c5ccc(Cl)cc5,59.8,0.3,0.02,10.1038/nchem.1710,OD
19923,10797,Cl/C=C(/[C@H]1[C@H]2N(CCc3ccccc23)N(C1=O)C(=O)c4ccccc4)c5ccc(Br)cc5,23.7,0.75,0.15,10.1039/C5SC01972A,OD
19924,10797,Cl/C=C(/[C@@H]1[C@H]2N(CCc3ccccc23)N(C1=O)C(=O)c4ccccc4)c5ccc(Br)cc5,38.7,0.75,0.15,10.1039/C5SC01972A,OD
19955,10815,COc1ccc(N[C@H](CCCC#N)C(=O)c2ccc(C)cc2)cc1,47.4,1.0,0.1,10.1021/jacs.0c07210,OD
19956,10815,COc1ccc(N[C@@H](CCCC#N)C(=O)c2ccc(C)cc2)cc1,38.9,1.0,0.1,10.1021/jacs.0c07210,OD
20038,10862,Fc1ccc(cc1)C(=C\Cl)/[C@H]2[C@H]3N(CCc4ccccc34)N(C2=O)C(=O)c5ccccc5,25.9,0.75,0.15,10.1039/C5SC01972A,OD
20039,10862,Fc1ccc(cc1)C(=C\Cl)/[C@@H]2[C@H]3N(CCc4ccccc34)N(C2=O)C(=O)c5ccccc5,39.8,0.75,0.15,10.1039/C5SC01972A,OD
20120,10905,CN1C(=O)[C@@](NC(=O)OC(C)(C)C)([C@@H]2CCCCC2=O)c3cc(F)ccc13,3.9,1.5,0.08,10.1021/acs.orglett.0c03305,OD
20270,10990,Cc1ccc(cc1)[S](=O)(=O)N2C(=O)[C@@H](CC(=O)c3ccccc3)[C@@H](c4ccccc4)c5cc(oc25)c6ccccc6,48.0,0.5,0.15,10.1002/anie.201910922,OD
20364,11041,N[S](=O)(=O)c1cc2c(NCN([C@H]3OC(=O)c4ccccc34)[S]2(=O)=O)cc1Cl,30.8,0.6,0.3,10.1039/D1QO00212K,OD
20365,11041,N[S](=O)(=O)c1cc2c(NCN([C@@H]3OC(=O)c4ccccc34)[S]2(=O)=O)cc1Cl,41.1,0.6,0.3,10.1039/D1QO00212K,OD
20456,11095,CC(=O)NN[C@H](\C=C\c1ccccc1)c2ccc(Br)cc2,71.3,1.0,0.05,10.1002/chem.201605579,OD
20457,11095,CC(=O)NN[C@@H](\C=C\c1ccccc1)c2ccc(Br)cc2,42.3,1.0,0.05,10.1002/chem.201605579,OD
20549,11147,COc1ccc(C[C@]2(C/C=C/CCCOC(=O)c3occc3)C(=NN(C2=O)c4ccc(C)cc4)C)cc1,37.54,0.7,0.075,10.1021/acs.orglett.9b02325,OD
20550,11147,COc1ccc(C[C@@]2(C/C=C/CCCOC(=O)c3occc3)C(=NN(C2=O)c4ccc(C)cc4)C)cc1,43.54,0.7,0.075,10.1021/acs.orglett.9b02325,OD
20579,11164,OCc1oc(cc1)[C@@H]([C@H](\C=C\c2ccccc2)c3ccccc3)c4ccc(cc4)C(F)(F)F,41.25,0.4,0.03,10.1021/acscatal.7b02667,OD
20634,11196,Clc1cccc(Cl)c1CN2C(=O)N[C@@H](CC3CC3)C2=O,38.4,1.0,0.05,10.1002/cjoc.202100809,OD
20635,11196,Clc1cccc(Cl)c1CN2C(=O)N[C@H](CC3CC3)C2=O,44.8,1.0,0.05,10.1002/cjoc.202100809,OD
20663,11214,O=C1C[C@H]([C@H](O1)C(=O)c2ccccc2)c3ccccc3,41.1,0.5,0.1,10.1021/ol402877n,OD
20664,11214,O=C1C[C@@H]([C@H](O1)C(=O)c2ccccc2)c3ccccc3,45.5,0.5,0.1,10.1021/ol402877n,OD
